id	name	type
0	/company/3158	company
1	/company/1281	company
2	/person/2663	person
3	/company/4699	company
4	/person/1702	person
5	/company/425	company
6	/person/1344	person
7	/person/4348	person
8	/person/1165	person
9	/company/1083	company
10	/company/1021	company
11	/company/514	company
12	/person/856	person
13	/person/4838	person
14	/company/3193	company
15	/company/4679	company
16	/person/2740	person
17	/company/1606	company
18	/person/4191	person
19	/person/363	person
20	/person/2733	person
21	/city/646	city
22	/person/300	person
23	/city/946	city
24	/company/2468	company
25	/person/879	person
26	/person/4005	person
27	/company/1073	company
28	/person/1467	person
29	/company/2659	company
30	/person/2468	person
31	/person/3108	person
32	/person/1517	person
33	/company/4405	company
34	/person/4074	person
35	/company/305	company
36	/person/2833	person
37	/person/153	person
38	/person/3728	person
39	/person/254	person
40	/person/446	person
41	/company/392	company
42	/company/2025	company
43	/company/2648	company
44	/person/3381	person
45	/company/1148	company
46	/city/641	city
47	/company/3518	company
48	/person/869	person
49	/person/4985	person
50	/city/506	city
51	/company/3943	company
52	/person/3210	person
53	/person/1162	person
54	/company/3057	company
55	/person/1188	person
56	/company/4663	company
57	/company/2495	company
58	/city/974	city
59	/city/253	city
60	/person/2432	person
61	/person/2566	person
62	/person/746	person
63	/company/533	company
64	/company/1980	company
65	/person/3013	person
66	/company/3280	company
67	/city/842	city
68	/city/288	city
69	/person/1872	person
70	/person/4624	person
71	/company/4428	company
72	/company/3417	company
73	/person/2864	person
74	/person/663	person
75	/company/3894	company
76	/company/954	company
77	/person/3179	person
78	/person/4427	person
79	/company/2636	company
80	/company/4472	company
81	/person/1052	person
82	/person/2909	person
83	/person/781	person
84	/company/2337	company
85	/person/1748	person
86	/person/1800	person
87	/company/3125	company
88	/company/3600	company
89	/company/1962	company
90	/person/665	person
91	/person/352	person
92	/city/879	city
93	/company/3989	company
94	/person/845	person
95	/person/6	person
96	/city/629	city
97	/person/394	person
98	/person/4320	person
99	/person/2261	person
100	/city/910	city
101	/person/410	person
102	/company/50	company
103	/company/3718	company
104	/company/1142	company
105	/company/1931	company
106	/person/2300	person
107	/company/2907	company
108	/company/4563	company
109	/company/2056	company
110	/company/1598	company
111	/company/3427	company
112	/company/2243	company
113	/person/1787	person
114	/person/274	person
115	/company/2877	company
116	/person/2281	person
117	/person/476	person
118	/city/853	city
119	/company/2549	company
120	/person/2057	person
121	/company/932	company
122	/person/4495	person
123	/person/45	person
124	/person/2964	person
125	/city/828	city
126	/company/4854	company
127	/company/4094	company
128	/city/719	city
129	/company/1496	company
130	/person/4598	person
131	/company/1890	company
132	/person/3734	person
133	/company/4835	company
134	/company/1521	company
135	/person/321	person
136	/person/356	person
137	/person/3016	person
138	/company/3869	company
139	/company/3138	company
140	/company/1167	company
141	/person/4755	person
142	/company/135	company
143	/company/827	company
144	/person/4335	person
145	/city/341	city
146	/person/1571	person
147	/person/1759	person
148	/person/1132	person
149	/person/1073	person
150	/person/2377	person
151	/company/1936	company
152	/company/509	company
153	/person/2654	person
154	/company/70	company
155	/company/1427	company
156	/company/3881	company
157	/company/2559	company
158	/company/1896	company
159	/city/338	city
160	/city/195	city
161	/company/1402	company
162	/company/3016	company
163	/person/1991	person
164	/company/2079	company
165	/person/1097	person
166	/company/3748	company
167	/company/1171	company
168	/company/162	company
169	/city/12	city
170	/company/2262	company
171	/city/390	city
172	/company/1379	company
173	/company/4689	company
174	/person/944	person
175	/person/789	person
176	/company/2508	company
177	/person/1900	person
178	/company/2217	company
179	/company/498	company
180	/company/3391	company
181	/company/1027	company
182	/person/3416	person
183	/company/4780	company
184	/person/2608	person
185	/person/1203	person
186	/company/1290	company
187	/city/623	city
188	/company/807	company
189	/company/2849	company
190	/person/3908	person
191	/person/2977	person
192	/company/4217	company
193	/person/1912	person
194	/company/4435	company
195	/person/2055	person
196	/company/3120	company
197	/company/3747	company
198	/company/1174	company
199	/company/672	company
200	/person/2837	person
201	/person/2248	person
202	/company/2116	company
203	/city/592	city
204	/person/3017	person
