id	name	type
0	/person/8087	person
1	/city/8253	city
2	/person/1394	person
3	/person/8956	person
4	/city/4328	city
5	/city/3172	city
6	/person/5169	person
7	/person/3816	person
8	/person/6799	person
9	/person/325	person
10	/person/4476	person
11	/city/9188	city
12	/person/6175	person
13	/city/7038	city
14	/city/5658	city
15	/city/8758	city
16	/city/9418	city
17	/city/7328	city
18	/city/2700	city
19	/city/8821	city
20	/city/9699	city
21	/city/3721	city
22	/person/8405	person
23	/city/8629	city
24	/city/4046	city
25	/city/9062	city
26	/city/9853	city
27	/city/8721	city
28	/person/7065	person
29	/person/107	person
30	/city/3466	city
31	/person/6268	person
32	/person/2242	person
33	/person/1572	person
34	/person/6676	person
35	/city/8972	city
36	/person/9899	person
37	/person/787	person
38	/city/6174	city
39	/city/8405	city
40	/person/6659	person
41	/person/2281	person
42	/person/8296	person
43	/city/2392	city
44	/city/629	city
45	/person/2317	person
46	/city/7304	city
47	/city/2910	city
48	/person/4313	person
49	/city/4149	city
50	/person/8021	person
51	/city/1716	city
52	/person/4827	person
53	/person/1328	person
54	/city/4999	city
55	/person/4442	person
56	/person/9824	person
57	/person/8991	person
58	/person/2581	person
59	/person/9126	person
60	/person/3649	person
61	/person/4188	person
62	/city/1197	city
63	/city/738	city
64	/city/6860	city
65	/person/8474	person
66	/person/9613	person
67	/person/636	person
68	/city/2962	city
69	/person/172	person
70	/person/3840	person
71	/person/5592	person
72	/person/5699	person
73	/person/4427	person
74	/person/8638	person
75	/person/8038	person
76	/person/3710	person
77	/city/1710	city
78	/city/5034	city
79	/person/5099	person
80	/city/9612	city
81	/person/7345	person
82	/city/1416	city
83	/city/2660	city
84	/city/7036	city
85	/city/7942	city
86	/city/8149	city
87	/person/3856	person
88	/city/1646	city
89	/person/6765	person
90	/person/3125	person
91	/person/5825	person
92	/person/1149	person
93	/city/9927	city
94	/person/5778	person
95	/city/3125	city
96	/city/874	city
97	/city/9968	city
98	/person/3166	person
99	/person/1663	person
100	/city/4789	city
101	/person/4785	person
102	/person/2151	person
103	/city/5616	city
104	/person/8858	person
105	/person/318	person
106	/city/6795	city
107	/city/7205	city
108	/city/9181	city
109	/person/1624	person
110	/city/5313	city
111	/person/3487	person
112	/city/309	city
113	/city/5811	city
114	/city/7018	city
115	/person/9206	person
116	/city/2878	city
117	/person/396	person
118	/city/3584	city
119	/person/7957	person
120	/city/3113	city
121	/person/9115	person
122	/city/9312	city
123	/person/1309	person
124	/city/398	city
125	/person/8673	person
126	/person/4491	person
127	/city/7535	city
128	/person/5	person
129	/city/5206	city
130	/city/1382	city
131	/city/2781	city
132	/city/558	city
133	/person/9183	person
134	/city/261	city
135	/person/9095	person
136	/person/273	person
137	/city/2646	city
138	/person/7688	person
139	/person/2293	person
140	/person/5883	person
141	/person/8590	person
142	/person/9700	person
143	/person/810	person
144	/city/6544	city
145	/city/5361	city
146	/city/2613	city
147	/person/9379	person
148	/person/8864	person
149	/person/899	person
150	/city/5270	city
151	/city/4470	city
152	/city/9748	city
153	/person/4522	person
154	/city/5065	city
155	/person/585	person
156	/city/9820	city
157	/person/3727	person
158	/city/5805	city
159	/person/4876	person
160	/city/2507	city
161	/person/5720	person
162	/person/7333	person
163	/city/1672	city
164	/person/2290	person
165	/city/2433	city
166	/person/9614	person
167	/person/8012	person
168	/person/4464	person
169	/city/9551	city
170	/person/9052	person
171	/person/9388	person
172	/person/8923	person
173	/person/7516	person
174	/city/273	city
175	/person/7572	person
176	/city/585	city
177	/city/6121	city
178	/person/5933	person
179	/person/2491	person
180	/city/1051	city
181	/city/8457	city
182	/person/434	person
183	/person/3045	person
184	/person/6160	person
185	/person/3115	person
186	/person/834	person
187	/city/3900	city
188	/city/3184	city
189	/city/7962	city
190	/city/3062	city
191	/person/4601	person
192	/person/9209	person
193	/city/9398	city
194	/person/5166	person
195	/person/4199	person
196	/person/7750	person
197	/city/7013	city
198	/city/2759	city
199	/city/1990	city
200	/person/8262	person
201	/city/6704	city
202	/city/2316	city
203	/city/2282	city
204	/city/2582	city
205	/person/1869	person
206	/city/97	city
207	/person/874	person
208	/city/5959	city
209	/city/5442	city
210	/person/5314	person
211	/person/5359	person
212	/city/9580	city
213	/person/6479	person
214	/city/7174	city
215	/city/9482	city
216	/person/642	person
217	/city/6838	city
218	/city/5027	city
219	/person/940	person
220	/person/1209	person
221	/person/968	person
222	/city/4928	city
223	/person/5617	person
224	/city/6828	city
225	/person/336	person
226	/city/7320	city
227	/person/1535	person
228	/person/8567	person
229	/city/6035	city
230	/city/522	city
231	/city/552	city
232	/city/5844	city
233	/person/6949	person
234	/city/214	city
235	/city/2685	city
236	/city/4034	city
237	/person/2031	person
238	/city/2489	city
239	/person/5033	person
240	/city/9325	city
241	/person/6832	person
242	/city/3300	city
243	/person/7381	person
244	/person/4898	person
245	/city/7561	city
246	/person/422	person
247	/person/4249	person
248	/person/7034	person
249	/person/7384	person
250	/city/1256	city
251	/person/1930	person
252	/city/2244	city
253	/person/7676	person
254	/person/7451	person
255	/person/7114	person
256	/person/9073	person
257	/city/1798	city
258	/city/4892	city
259	/city/6095	city
260	/city/2875	city
261	/city/222	city
262	/city/5667	city
263	/person/6966	person
264	/person/389	person
265	/person/3893	person
266	/person/9177	person
267	/city/1211	city
268	/city/6779	city
269	/city/1767	city
270	/person/3526	person
271	/person/3361	person
272	/person/127	person
273	/city/7934	city
274	/city/484	city
275	/city/2115	city
276	/person/9743	person
277	/city/2429	city
278	/person/7544	person
279	/city/3341	city
280	/city/8500	city
281	/city/7568	city
282	/city/9190	city
283	/city/5823	city
284	/person/5668	person
285	/city/1654	city
286	/person/5522	person
287	/city/3713	city
288	/city/9825	city
289	/city/4722	city
290	/city/4412	city
291	/city/4932	city
292	/city/2662	city
293	/city/4028	city
294	/city/6288	city
295	/city/6374	city
296	/person/1502	person
297	/person/8416	person
298	/city/1581	city
299	/city/4964	city
300	/city/3775	city
301	/person/522	person
302	/city/8135	city
303	/person/3944	person
304	/person/4091	person
305	/city/3084	city
306	/person/1164	person
307	/person/7983	person
308	/person/9128	person
309	/person/7072	person
310	/person/7257	person
311	/city/7241	city
312	/city/677	city
313	/city/3205	city
314	/person/9721	person
315	/person/7283	person
316	/city/526	city
317	/city/6136	city
318	/city/7716	city
319	/city/3985	city
320	/city/2268	city
321	/city/6732	city
322	/person/5948	person
323	/person/5570	person
324	/city/4125	city
325	/city/2473	city
326	/city/8075	city
327	/city/9525	city
328	/city/2102	city
329	/person/715	person
330	/city/609	city
331	/city/4475	city
332	/city/1451	city
333	/person/3311	person
334	/city/7146	city
335	/person/8619	person
336	/city/8875	city
337	/person/2609	person
338	/person/6961	person
339	/person/4402	person
340	/person/7110	person
341	/city/2608	city
342	/city/9659	city
343	/city/4249	city
344	/city/7739	city
345	/city/9320	city
346	/person/1106	person
347	/city/1257	city
348	/city/4532	city
349	/city/2892	city
350	/person/8086	person
351	/person/9421	person
352	/city/4752	city
353	/person/1878	person
354	/person/3163	person
355	/person/1441	person
356	/city/5913	city
357	/person/4291	person
358	/person/6012	person
359	/city/1191	city
360	/city/2619	city
361	/city/4674	city
362	/person/54	person
363	/person/8179	person
364	/person/3635	person
365	/city/1761	city
366	/person/8318	person
367	/city/2965	city
368	/city/5427	city
369	/person/2825	person
370	/company/68	company
371	/city/9039	city
372	/city/9989	city
373	/city/1363	city
374	/person/1443	person
375	/person/3187	person
376	/person/1728	person
377	/city/7349	city
378	/city/5250	city
379	/person/2839	person
380	/person/9124	person
381	/city/1802	city
